date_time	Request_count
1998-07-11 02:35:00	99562.836
1998-07-11 02:36:00	98771.3
1998-07-11 02:37:00	100237.15
1998-07-11 02:38:00	99285.42
1998-07-11 02:39:00	98527.95
1998-07-11 02:40:00	97935.305
1998-07-11 02:41:00	97012.62
1998-07-11 02:42:00	96414.5
1998-07-11 02:43:00	98735.93
1998-07-11 02:44:00	97870.35
1998-07-11 02:45:00	97195.53
1998-07-11 02:46:00	100908.55
1998-07-11 02:47:00	100007.164
1998-07-11 02:48:00	99183.484
1998-07-11 02:49:00	101242.1
1998-07-11 02:50:00	100208.875
1998-07-11 02:51:00	99417.195
1998-07-11 02:52:00	100097.75
1998-07-11 02:53:00	99148.51
1998-07-11 02:54:00	98389.03
1998-07-11 02:55:00	96903.3
1998-07-11 02:56:00	96070.766
1998-07-11 02:57:00	95511.45
1998-07-11 02:58:00	98249.61
1998-07-11 02:59:00	97362.28
1998-07-11 03:00:00	96731.02
1998-07-11 03:01:00	97124.836
1998-07-11 03:02:00	96280.0
1998-07-11 03:03:00	95660.37
1998-07-11 03:04:00	105558.76
1998-07-11 03:05:00	104426.72
1998-07-11 03:06:00	103468.586
1998-07-11 03:07:00	110564.3
1998-07-11 03:08:00	109126.45
1998-07-11 03:09:00	107836.305
1998-07-11 03:10:00	104182.305
1998-07-11 03:11:00	102921.055
1998-07-11 03:12:00	102009.47
1998-07-11 03:13:00	99500.88
1998-07-11 03:14:00	98454.75
1998-07-11 03:15:00	97871.75
1998-07-11 03:16:00	99387.36
1998-07-11 03:17:00	98517.47
1998-07-11 03:18:00	97868.516
1998-07-11 03:19:00	95315.336
1998-07-11 03:20:00	94562.49
1998-07-11 03:21:00	94086.13
1998-07-11 03:22:00	99791.79
1998-07-11 03:23:00	98950.484
1998-07-11 03:24:00	98192.336
1998-07-11 03:25:00	98801.6
1998-07-11 03:26:00	97913.73
1998-07-11 03:27:00	97174.805
1998-07-11 03:28:00	101641.69
1998-07-11 03:29:00	100630.57
1998-07-11 03:30:00	99745.23
1998-07-11 03:31:00	102131.266
1998-07-11 03:32:00	101089.09
1998-07-11 03:33:00	100237.12
1998-07-11 03:34:00	100417.95
1998-07-11 03:35:00	99476.27
1998-07-11 03:36:00	98688.055
1998-07-11 03:37:00	99978.06
1998-07-11 03:38:00	99105.125
1998-07-11 03:39:00	98350.62
1998-07-11 03:40:00	97818.766
1998-07-11 03:41:00	96929.45
1998-07-11 03:42:00	96332.55
1998-07-11 03:43:00	98759.586
1998-07-11 03:44:00	97884.0
1998-07-11 03:45:00	97203.58
1998-07-11 03:46:00	101125.17
1998-07-11 03:47:00	100144.71
1998-07-11 03:48:00	99328.15
1998-07-11 03:49:00	101079.32
1998-07-11 03:50:00	100107.195
1998-07-11 03:51:00	99303.96
1998-07-11 03:52:00	100046.266
1998-07-11 03:53:00	99112.055
1998-07-11 03:54:00	98358.49
1998-07-11 03:55:00	96858.65
1998-07-11 03:56:00	96043.87
1998-07-11 03:57:00	95484.62
1998-07-11 03:58:00	98073.37
1998-07-11 03:59:00	97242.5
1998-07-11 04:00:00	96606.88
1998-07-11 04:01:00	97139.125
1998-07-11 04:02:00	96293.05
1998-07-11 04:03:00	95673.31
1998-07-11 04:04:00	105469.89
1998-07-11 04:05:00	104361.96
1998-07-11 04:06:00	103410.46
1998-07-11 04:07:00	110522.305
1998-07-11 04:08:00	109091.96
1998-07-11 04:09:00	107798.41
1998-07-11 04:10:00	104472.22
1998-07-11 04:11:00	103126.82
1998-07-11 04:12:00	102214.445
1998-07-11 04:13:00	99512.42
1998-07-11 04:14:00	98457.04
1998-07-11 04:15:00	97876.695
1998-07-11 04:16:00	99380.93
1998-07-11 04:17:00	98518.94
1998-07-11 04:18:00	97866.125
1998-07-11 04:19:00	95370.14
1998-07-11 04:20:00	94599.695
1998-07-11 04:21:00	94125.02
1998-07-11 04:22:00	99915.56
1998-07-11 04:23:00	99043.53
1998-07-11 04:24:00	98283.81
1998-07-11 04:25:00	98916.65
1998-07-11 04:26:00	98006.05
1998-07-11 04:27:00	97263.56
1998-07-11 04:28:00	101599.58
1998-07-11 04:29:00	100609.85
1998-07-11 04:30:00	99721.73
1998-07-11 04:31:00	102224.66
1998-07-11 04:32:00	101145.85
1998-07-11 04:33:00	100303.8
1998-07-11 04:34:00	100396.38
1998-07-11 04:35:00	99461.875
1998-07-11 04:36:00	98673.266
1998-07-11 04:37:00	100142.875
1998-07-11 04:38:00	99229.14
1998-07-11 04:39:00	98468.71
1998-07-11 04:40:00	98007.98
1998-07-11 04:41:00	97062.58
1998-07-11 04:42:00	96467.71
1998-07-11 04:43:00	98879.44
1998-07-11 04:44:00	97978.14
1998-07-11 04:45:00	97293.52
1998-07-11 04:46:00	101025.87
1998-07-11 04:47:00	100084.17
1998-07-11 04:48:00	99260.68
1998-07-11 04:49:00	101135.66
1998-07-11 04:50:00	100139.45
1998-07-11 04:51:00	99342.04
1998-07-11 04:52:00	100113.95
1998-07-11 04:53:00	99134.64
1998-07-11 04:54:00	98398.47
1998-07-11 04:55:00	97127.9
1998-07-11 04:56:00	96220.9
1998-07-11 04:57:00	95667.6
1998-07-11 04:58:00	98145.15
1998-07-11 04:59:00	97285.414
1998-07-11 05:00:00	96650.56
1998-07-11 05:01:00	97113.59
1998-07-11 05:02:00	96270.6
1998-07-11 05:03:00	95652.84
1998-07-11 05:04:00	105525.88
1998-07-11 05:05:00	104411.54
1998-07-11 05:06:00	103450.76
1998-07-11 05:07:00	110617.42
1998-07-11 05:08:00	109143.125
1998-07-11 05:09:00	107863.086
1998-07-11 05:10:00	104266.125
1998-07-11 05:11:00	102993.61
1998-07-11 05:12:00	102081.51
1998-07-11 05:13:00	100058.26
1998-07-11 05:14:00	98858.24
1998-07-11 05:15:00	98266.06
1998-07-11 05:16:00	99504.484
1998-07-11 05:17:00	98609.49
1998-07-11 05:18:00	97945.23
1998-07-11 05:19:00	95149.84
1998-07-11 05:20:00	94445.24
1998-07-11 05:21:00	93960.82
1998-07-11 05:22:00	99943.766
1998-07-11 05:23:00	99063.836
1998-07-11 05:24:00	98298.13
1998-07-11 05:25:00	98879.61
1998-07-11 05:26:00	97971.01
1998-07-11 05:27:00	97230.39
1998-07-11 05:28:00	101622.75
1998-07-11 05:29:00	100622.12
1998-07-11 05:30:00	99739.17
1998-07-11 05:31:00	102072.45
1998-07-11 05:32:00	101051.51
1998-07-11 05:33:00	100201.4
1998-07-11 05:34:00	100472.67
1998-07-11 05:35:00	99514.195
1998-07-11 05:36:00	98729.336
1998-07-11 05:37:00	100223.695
1998-07-11 05:38:00	99280.21
1998-07-11 05:39:00	98524.34
1998-07-11 05:40:00	97879.48
1998-07-11 05:41:00	96974.234
1998-07-11 05:42:00	96378.664
1998-07-11 05:43:00	98899.09
1998-07-11 05:44:00	97990.52
1998-07-11 05:45:00	97315.43
1998-07-11 05:46:00	101104.01
1998-07-11 05:47:00	100144.25
1998-07-11 05:48:00	99326.59
1998-07-11 05:49:00	101234.99
1998-07-11 05:50:00	100213.93
1998-07-11 05:51:00	99421.24
1998-07-11 05:52:00	100236.39
1998-07-11 05:53:00	99259.32
1998-07-11 05:54:00	98503.07
1998-07-11 05:55:00	97116.695
1998-07-11 05:56:00	96229.086
1998-07-11 05:57:00	95675.445
1998-07-11 05:58:00	98010.555
1998-07-11 05:59:00	97215.49
1998-07-11 06:00:00	96573.016
1998-07-11 06:01:00	97227.19
1998-07-11 06:02:00	96362.55
1998-07-11 06:03:00	95748.15
1998-07-11 06:04:00	105536.766
1998-07-11 06:05:00	104421.414
1998-07-11 06:06:00	103465.05
1998-07-11 06:07:00	110538.37
1998-07-11 06:08:00	109123.74
1998-07-11 06:09:00	107828.516
1998-07-11 06:10:00	104338.1
1998-07-11 06:11:00	103046.93
1998-07-11 06:12:00	102138.19
1998-07-11 06:13:00	99607.32
1998-07-11 06:14:00	98541.38
1998-07-11 06:15:00	97959.77
1998-07-11 06:16:00	99502.984
1998-07-11 06:17:00	98616.52
1998-07-11 06:18:00	97964.445
1998-07-11 06:19:00	95278.58
1998-07-11 06:20:00	94545.734
1998-07-11 06:21:00	94067.51
1998-07-11 06:22:00	99936.66
1998-07-11 06:23:00	99067.4
1998-07-11 06:24:00	98308.1
1998-07-11 06:25:00	98967.28
1998-07-11 06:26:00	98048.88
1998-07-11 06:27:00	97308.71
1998-07-11 06:28:00	101583.45
1998-07-11 06:29:00	100606.31
1998-07-11 06:30:00	99719.81
1998-07-11 06:31:00	102005.11
1998-07-11 06:32:00	101022.92
1998-07-11 06:33:00	100169.11
1998-07-11 06:34:00	100454.18
1998-07-11 06:35:00	99510.98
1998-07-11 06:36:00	98725.914
1998-07-11 06:37:00	100277.984
1998-07-11 06:38:00	99326.23
1998-07-11 06:39:00	98569.984
1998-07-11 06:40:00	97867.85
1998-07-11 06:41:00	96975.37
1998-07-11 06:42:00	96375.5
1998-07-11 06:43:00	99051.305
1998-07-11 06:44:00	98095.14
1998-07-11 06:45:00	97421.33
1998-07-11 06:46:00	101185.64
1998-07-11 06:47:00	100207.4
1998-07-11 06:48:00	99383.836
1998-07-11 06:49:00	101279.76
1998-07-11 06:50:00	100251.85
1998-07-11 06:51:00	99455.984
1998-07-11 06:52:00	100078.69
1998-07-11 06:53:00	99159.89
1998-07-11 06:54:00	98398.55
1998-07-11 06:55:00	97153.61
1998-07-11 06:56:00	96259.22
1998-07-11 06:57:00	95708.266
1998-07-11 06:58:00	98158.62
1998-07-11 06:59:00	97319.61
1998-07-11 07:00:00	96681.14
1998-07-11 07:01:00	97207.1
1998-07-11 07:02:00	96354.07
1998-07-11 07:03:00	95735.484
1998-07-11 07:04:00	105616.35
1998-07-11 07:05:00	104497.57
1998-07-11 07:06:00	103536.69
1998-07-11 07:07:00	110677.62
1998-07-11 07:08:00	109222.164
1998-07-11 07:09:00	107939.43
1998-07-11 07:10:00	104319.055
1998-07-11 07:11:00	103045.625
1998-07-11 07:12:00	102140.28
1998-07-11 07:13:00	99622.24
1998-07-11 07:14:00	98561.88
1998-07-11 07:15:00	97982.01
1998-07-11 07:16:00	99485.9
1998-07-11 07:17:00	98603.26
1998-07-11 07:18:00	97957.28
1998-07-11 07:19:00	95378.484
1998-07-11 07:20:00	94606.27
1998-07-11 07:21:00	94138.57
1998-07-11 07:22:00	100047.96
1998-07-11 07:23:00	99151.17
1998-07-11 07:24:00	98380.3
1998-07-11 07:25:00	99012.52
1998-07-11 07:26:00	98077.79
1998-07-11 07:27:00	97338.03
1998-07-11 07:28:00	101728.53
1998-07-11 07:29:00	100712.24
1998-07-11 07:30:00	99823.78
1998-07-11 07:31:00	102274.99
1998-07-11 07:32:00	101216.41
1998-07-11 07:33:00	100364.94
1998-07-11 07:34:00	100521.22
1998-07-11 07:35:00	99569.67
1998-07-11 07:36:00	98783.14
1998-07-11 07:37:00	100222.37
1998-07-11 07:38:00	99296.22
1998-07-11 07:39:00	98541.67
1998-07-11 07:40:00	97906.445
1998-07-11 07:41:00	97008.734
1998-07-11 07:42:00	96412.83
1998-07-11 07:43:00	98936.59
1998-07-11 07:44:00	98032.14
1998-07-11 07:45:00	97351.805
1998-07-11 07:46:00	101142.766
1998-07-11 07:47:00	100177.9
1998-07-11 07:48:00	99360.89
1998-07-11 07:49:00	101003.91
1998-07-11 07:50:00	100068.68
1998-07-11 07:51:00	99266.46
1998-07-11 07:52:00	100285.91
1998-07-11 07:53:00	99282.87
1998-07-11 07:54:00	98539.1
1998-07-11 07:55:00	97000.414
1998-07-11 07:56:00	96149.164
1998-07-11 07:57:00	95591.6
1998-07-11 07:58:00	98103.72
1998-07-11 07:59:00	97260.79
1998-07-11 08:00:00	96635.0
1998-07-11 08:01:00	97201.96
1998-07-11 08:02:00	96343.96
1998-07-11 08:03:00	95725.92
1998-07-11 08:04:00	105611.34
1998-07-11 08:05:00	104472.38
1998-07-11 08:06:00	103517.88
1998-07-11 08:07:00	110612.68
1998-07-11 08:08:00	109179.484
1998-07-11 08:09:00	107890.02
1998-07-11 08:10:00	104555.49
1998-07-11 08:11:00	103192.56
1998-07-11 08:12:00	102260.32
1998-07-11 08:13:00	99555.67
1998-07-11 08:14:00	98511.56
1998-07-11 08:15:00	97913.02
1998-07-11 08:16:00	99438.78
1998-07-11 08:17:00	98545.695
1998-07-11 08:18:00	97898.02
1998-07-11 08:19:00	95410.73
1998-07-11 08:20:00	94623.91
1998-07-11 08:21:00	94147.52
1998-07-11 08:22:00	100007.71
1998-07-11 08:23:00	99114.21
1998-07-11 08:24:00	98347.85
1998-07-11 08:25:00	98932.555
1998-07-11 08:26:00	98023.23
1998-07-11 08:27:00	97281.24
1998-07-11 08:28:00	101532.98
1998-07-11 08:29:00	100583.734
1998-07-11 08:30:00	99691.12
1998-07-11 08:31:00	102290.27
1998-07-11 08:32:00	101219.29
1998-07-11 08:33:00	100372.07
1998-07-11 08:34:00	100395.47
1998-07-11 08:35:00	99480.35
1998-07-11 08:36:00	98688.97
1998-07-11 08:37:00	100247.586
1998-07-11 08:38:00	99307.49
1998-07-11 08:39:00	98555.1
1998-07-11 08:40:00	97969.89
1998-07-11 08:41:00	97037.484
1998-07-11 08:42:00	96447.33
1998-07-11 08:43:00	98988.96
1998-07-11 08:44:00	98050.33
1998-07-11 08:45:00	97378.51
1998-07-11 08:46:00	101132.625
1998-07-11 08:47:00	100168.54
1998-07-11 08:48:00	99347.016
1998-07-11 08:49:00	101289.35
1998-07-11 08:50:00	100262.39
1998-07-11 08:51:00	99467.27
1998-07-11 08:52:00	100146.25
1998-07-11 08:53:00	99201.414
1998-07-11 08:54:00	98442.164
1998-07-11 08:55:00	96987.555
1998-07-11 08:56:00	96142.016
1998-07-11 08:57:00	95589.31
1998-07-11 08:58:00	98229.07
1998-07-11 08:59:00	97362.836
1998-07-11 09:00:00	96724.57
1998-07-11 09:01:00	97246.77
1998-07-11 09:02:00	96369.98
1998-07-11 09:03:00	95751.94
1998-07-11 09:04:00	105534.02
1998-07-11 09:05:00	104418.71
1998-07-11 09:06:00	103462.516
1998-07-11 09:07:00	110555.08
1998-07-11 09:08:00	109130.93
1998-07-11 09:09:00	107837.336
1998-07-11 09:10:00	104426.21
1998-07-11 09:11:00	103110.17
1998-07-11 09:12:00	102201.04
1998-07-11 09:13:00	99552.35
1998-07-11 09:14:00	98506.18
1998-07-11 09:15:00	97917.164
1998-07-11 09:16:00	99523.02
1998-07-11 09:17:00	98627.734
1998-07-11 09:18:00	97976.97
1998-07-11 09:19:00	95319.53
1998-07-11 09:20:00	94569.3
1998-07-11 09:21:00	94090.3
1998-07-11 09:22:00	99913.28
1998-07-11 09:23:00	99044.305
1998-07-11 09:24:00	98282.766
1998-07-11 09:25:00	98960.85
1998-07-11 09:26:00	98032.05
1998-07-11 09:27:00	97296.99
1998-07-11 09:28:00	101720.98
1998-07-11 09:29:00	100703.41
1998-07-11 09:30:00	99815.836
1998-07-11 09:31:00	102311.94
1998-07-11 09:32:00	101233.77
1998-07-11 09:33:00	100382.445
1998-07-11 09:34:00	100478.51
1998-07-11 09:35:00	99531.64
1998-07-11 09:36:00	98746.164
1998-07-11 09:37:00	100186.516
1998-07-11 09:38:00	99265.266
1998-07-11 09:39:00	98512.48
1998-07-11 09:40:00	97970.95
1998-07-11 09:41:00	97052.51
1998-07-11 09:42:00	96454.12
1998-07-11 09:43:00	99038.555
1998-07-11 09:44:00	98097.24
1998-07-11 09:45:00	97421.33
1998-07-11 09:46:00	101057.58
1998-07-11 09:47:00	100120.445
1998-07-11 09:48:00	99298.75
1998-07-11 09:49:00	101394.36
1998-07-11 09:50:00	100322.42
1998-07-11 09:51:00	99537.695
1998-07-11 09:52:00	100254.49
1998-07-11 09:53:00	99282.73
1998-07-11 09:54:00	98521.03
1998-07-11 09:55:00	97061.734
1998-07-11 09:56:00	96192.49
1998-07-11 09:57:00	95640.31
1998-07-11 09:58:00	98148.0
1998-07-11 09:59:00	97314.22
1998-07-11 10:00:00	96675.12
1998-07-11 10:01:00	97281.195
1998-07-11 10:02:00	96395.9
1998-07-11 10:03:00	95786.59
1998-07-11 10:04:00	105679.36
1998-07-11 10:05:00	104534.38
1998-07-11 10:06:00	103570.95
1998-07-11 10:07:00	110671.86
1998-07-11 10:08:00	109227.89
1998-07-11 10:09:00	107938.266
1998-07-11 10:10:00	104373.79
1998-07-11 10:11:00	103074.86
1998-07-11 10:12:00	102178.375
1998-07-11 10:13:00	99732.03
1998-07-11 10:14:00	98633.555
1998-07-11 10:15:00	98062.445
1998-07-11 10:16:00	99503.61
1998-07-11 10:17:00	98618.945
1998-07-11 10:18:00	97971.516
1998-07-11 10:19:00	95240.76
1998-07-11 10:20:00	94516.41
1998-07-11 10:21:00	94045.99
1998-07-11 10:22:00	100055.875
1998-07-11 10:23:00	99151.0
1998-07-11 10:24:00	98392.3
1998-07-11 10:25:00	98955.05
1998-07-11 10:26:00	98027.95
1998-07-11 10:27:00	97291.5
1998-07-11 10:28:00	101521.34
1998-07-11 10:29:00	100567.47
1998-07-11 10:30:00	99674.48
1998-07-11 10:31:00	102157.72
1998-07-11 10:32:00	101120.13
1998-07-11 10:33:00	100268.52
1998-07-11 10:34:00	100528.93
1998-07-11 10:35:00	99565.22
1998-07-11 10:36:00	98776.59
1998-07-11 10:37:00	100227.305
1998-07-11 10:38:00	99295.07
1998-07-11 10:39:00	98537.39
1998-07-11 10:40:00	98041.984
1998-07-11 10:41:00	97093.72
1998-07-11 10:42:00	96501.87
1998-07-11 10:43:00	98947.25
1998-07-11 10:44:00	98037.2
1998-07-11 10:45:00	97355.89
1998-07-11 10:46:00	101174.29
1998-07-11 10:47:00	100202.38
1998-07-11 10:48:00	99384.06
1998-07-11 10:49:00	101276.555
1998-07-11 10:50:00	100254.875
1998-07-11 10:51:00	99459.805
1998-07-11 10:52:00	100163.33
1998-07-11 10:53:00	99217.234
1998-07-11 10:54:00	98460.375
1998-07-11 10:55:00	97224.0
1998-07-11 10:56:00	96307.0
1998-07-11 10:57:00	95757.96
1998-07-11 10:58:00	98203.016
1998-07-11 10:59:00	97343.75
1998-07-11 11:00:00	96710.52
1998-07-11 11:01:00	96929.22
1998-07-11 11:02:00	96162.125
1998-07-11 11:03:00	95533.59
1998-07-11 11:04:00	105596.484
1998-07-11 11:05:00	104456.055
1998-07-11 11:06:00	103509.67
1998-07-11 11:07:00	110630.87
1998-07-11 11:08:00	109196.65
1998-07-11 11:09:00	107904.15
1998-07-11 11:10:00	104254.086
1998-07-11 11:11:00	102993.52
1998-07-11 11:12:00	102089.39
1998-07-11 11:13:00	99628.86
1998-07-11 11:14:00	98550.15
1998-07-11 11:15:00	97976.4
1998-07-11 11:16:00	99313.92
1998-07-11 11:17:00	98487.52
1998-07-11 11:18:00	97830.53
1998-07-11 11:19:00	95188.09
1998-07-11 11:20:00	94475.2
1998-07-11 11:21:00	94001.18
1998-07-11 11:22:00	100059.89
1998-07-11 11:23:00	99153.34
1998-07-11 11:24:00	98390.73
1998-07-11 11:25:00	99001.805
1998-07-11 11:26:00	98070.61
1998-07-11 11:27:00	97327.55
1998-07-11 11:28:00	101661.67
1998-07-11 11:29:00	100665.234
1998-07-11 11:30:00	99777.54
1998-07-11 11:31:00	102290.43
1998-07-11 11:32:00	101218.48
1998-07-11 11:33:00	100368.26
1998-07-11 11:34:00	100570.01
1998-07-11 11:35:00	99598.35
1998-07-11 11:36:00	98812.61
1998-07-11 11:37:00	100272.34
1998-07-11 11:38:00	99325.79
1998-07-11 11:39:00	98571.69
1998-07-11 11:40:00	97889.49
1998-07-11 11:41:00	96985.37
1998-07-11 11:42:00	96394.28
1998-07-11 11:43:00	98862.42
1998-07-11 11:44:00	97971.26
1998-07-11 11:45:00	97294.78
1998-07-11 11:46:00	101183.57
1998-07-11 11:47:00	100210.85
1998-07-11 11:48:00	99388.39
1998-07-11 11:49:00	101140.74
1998-07-11 11:50:00	100155.625
1998-07-11 11:51:00	99360.555
1998-07-11 11:52:00	100185.02
1998-07-11 11:53:00	99224.72
1998-07-11 11:54:00	98470.234
1998-07-11 11:55:00	97046.43
1998-07-11 11:56:00	96180.98
1998-07-11 11:57:00	95627.67
1998-07-11 11:58:00	98221.65
1998-07-11 11:59:00	97352.21
1998-07-11 12:00:00	96720.27
1998-07-11 12:01:00	96929.03
1998-07-11 12:02:00	96155.73
1998-07-11 12:03:00	95532.06
1998-07-11 12:04:00	105547.82
1998-07-11 12:05:00	104427.84
1998-07-11 12:06:00	103473.03
1998-07-11 12:07:00	110517.88
1998-07-11 12:08:00	109098.49
1998-07-11 12:09:00	107810.35
1998-07-11 12:10:00	104216.37
1998-07-11 12:11:00	102945.25
1998-07-11 12:12:00	102028.71
1998-07-11 12:13:00	99474.484
1998-07-11 12:14:00	98439.016
1998-07-11 12:15:00	97849.78
1998-07-11 12:16:00	99443.63
1998-07-11 12:17:00	98555.85
1998-07-11 12:18:00	97905.65
1998-07-11 12:19:00	95186.086
1998-07-11 12:20:00	94458.13
1998-07-11 12:21:00	93976.37
1998-07-11 12:22:00	99941.37
1998-07-11 12:23:00	99043.56
1998-07-11 12:24:00	98285.39
1998-07-11 12:25:00	98785.984
1998-07-11 12:26:00	97899.25
1998-07-11 12:27:00	97159.9
1998-07-11 12:28:00	101673.65
1998-07-11 12:29:00	100658.93
1998-07-11 12:30:00	99773.1
1998-07-11 12:31:00	102093.83
1998-07-11 12:32:00	101062.266
1998-07-11 12:33:00	100213.48
1998-07-11 12:34:00	100432.53
1998-07-11 12:35:00	99489.63
1998-07-11 12:36:00	98701.23
1998-07-11 12:37:00	100234.05
1998-07-11 12:38:00	99284.32
1998-07-11 12:39:00	98529.99
1998-07-11 12:40:00	97870.64
1998-07-11 12:41:00	96970.99
1998-07-11 12:42:00	96370.38
1998-07-11 12:43:00	98951.74
1998-07-11 12:44:00	98029.01
1998-07-11 12:45:00	97350.62
1998-07-11 12:46:00	100900.42
1998-07-11 12:47:00	100001.04
1998-07-11 12:48:00	99180.1
1998-07-11 12:49:00	101105.97
1998-07-11 12:50:00	100118.98
1998-07-11 12:51:00	99328.68
1998-07-11 12:52:00	100066.984
1998-07-11 12:53:00	99123.516
1998-07-11 12:54:00	98372.305
1998-07-11 12:55:00	96976.49
1998-07-11 12:56:00	96122.21
1998-07-11 12:57:00	95566.58
1998-07-11 12:58:00	98155.5
1998-07-11 12:59:00	97296.78
1998-07-11 13:00:00	96662.56
1998-07-11 13:01:00	97062.45
1998-07-11 13:02:00	96236.2
1998-07-11 13:03:00	95617.54
1998-07-11 13:04:00	105568.86
1998-07-11 13:05:00	104440.66
1998-07-11 13:06:00	103483.016
1998-07-11 13:07:00	110645.36
1998-07-11 13:08:00	109187.734
1998-07-11 13:09:00	107899.57
1998-07-11 13:10:00	104227.0
1998-07-11 13:11:00	102967.98
1998-07-11 13:12:00	102054.766
1998-07-11 13:13:00	99496.695
1998-07-11 13:14:00	98460.94
1998-07-11 13:15:00	97875.41
1998-07-11 13:16:00	99372.91
1998-07-11 13:17:00	98514.5
1998-07-11 13:18:00	97864.86
1998-07-11 13:19:00	95353.59
1998-07-11 13:20:00	94591.0
1998-07-11 13:21:00	94117.17
1998-07-11 13:22:00	99769.625
1998-07-11 13:23:00	98942.695
1998-07-11 13:24:00	98178.22
1998-07-11 13:25:00	98870.63
1998-07-11 13:26:00	97965.734
1998-07-11 13:27:00	97227.22
1998-07-11 13:28:00	101551.195
1998-07-11 13:29:00	100567.734
1998-07-11 13:30:00	99682.336
1998-07-11 13:31:00	102044.516
1998-07-11 13:32:00	101030.984
